"title","link","image"
"बुलिश बजारमा कुन उपसमूहमा कुन कम्पनीकाे शेयरमूल्य सर्वाधिक बढ्यो?","https://merolagani.com/NewsDetail.aspx?newsID=71937","https://images.merolagani.com/Uploads/Repository\637043318702496667.jpg"
"दोस्रो बजारमा अब रुपैयाँमा मात्रै होइन पैसामा पनि कारोबार गर्न पाइने, ‘टिक साइज’ एक रुपैयाँबाट १० पैसामा झर्दै","https://merolagani.com/NewsDetail.aspx?newsID=71935","https://images.merolagani.com/Uploads/Repository\637589426374769818.jpg"
"बैंकहरुको मुद्दति निक्षेप बढ्यो, कुन बैंकमा कति छ मुद्दति निक्षेप?","https://merolagani.com/NewsDetail.aspx?newsID=71930","https://images.merolagani.com/Uploads/Repository\636683074532621464.jpg"
"नेप्सेमा करेक्सन जारी, १३ कम्पनीको शेयर सकारात्मक सर्किट लेभलमा कारोबार","https://merolagani.com/NewsDetail.aspx?newsID=71934","https://images.merolagani.com/Uploads/Repository\637127885210400708.jpg"
"आधा दर्जन वाणिज्य बैंकमा अध्यक्ष, सिइओ र स्वाप रेसियोका कारण मर्जर भाँडिएको खुलासा","https://merolagani.com/NewsDetail.aspx?newsID=71932","https://images.merolagani.com/Uploads/Repository\637343181026635888.jpg"
"भ्वाइस, डेटा र इन्टरनेटको गुणस्तर मापन गर्न स्वचालित प्रविधि भित्र्याउदै दूरसञ्चार प्राधिकरण, पूर्वाधार नहुँदा नियमनमा समस्या","https://merolagani.com/NewsDetail.aspx?newsID=71929","https://images.merolagani.com/Uploads/Repository\637589268722505491.png"
"बैंकभन्दा फाइनान्स कम्पनी शेयरमूल्य बढी, यसकारण फाइनान्स कम्पनीको शेयरमूल्यमा आयो ‘उछाल’","https://merolagani.com/NewsDetail.aspx?newsID=71919","https://images.merolagani.com/Uploads/Repository\637028475440697629.jpg"
"धनी व्यक्तिहरूको सोच प्रष्ट्याउने पुस्तक ‘हाउ रिच पिपल थिंक’ को सारंश","https://merolagani.com/NewsDetail.aspx?newsID=71915","https://images.merolagani.com/Uploads/Repository\637546160263080383.jpg"
"जीवन बीमा कम्पनीहरुको लाभांश प्रस्तावमा किन ढिलाई ?","https://merolagani.com/NewsDetail.aspx?newsID=71912","https://images.merolagani.com/Uploads/Repository\637360259975681587.jpg"
"पुनर्बीमा ब्रोकर सम्बन्धी निर्देशिका जारी, पुनर्बीमा ब्रोकरले के के गर्छ ?","https://merolagani.com/NewsDetail.aspx?newsID=71917","https://images.merolagani.com/Uploads/Repository\636906922885184618.jpg"
"संस्थागत बीमा अभिकर्ता सम्बन्धी निर्देशिका जारी, संस्थागत अभिकर्ताले  अनलाइन मार्फत कारोबार गर्न सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71918","https://images.merolagani.com/Uploads/Repository\636906922885184618.jpg"
"बजेट वक्तव्यमा उल्लेखित छुट तथा सुविधाको कार्यान्वयन सुरु","https://merolagani.com/NewsDetail.aspx?newsID=71808","https://images.merolagani.com/content/images/load-image.gif"
"अर्थ मन्त्रालयले बजेट कार्यान्वयनका लागि गृहकार्य सुरु  गर्यो","https://merolagani.com/NewsDetail.aspx?newsID=71759","https://images.merolagani.com/content/images/load-image.gif"
"बजेटले समेट्न नसकेको सूचना प्रविधि क्षेत्र, अधिकांश पुराना र कार्यान्वयन हुन नसकेका कार्यक्रम मात्रै समावेश","https://merolagani.com/NewsDetail.aspx?newsID=71752","https://images.merolagani.com/content/images/load-image.gif"
"बजेटप्रति जवाफदेही छौं, कार्यान्वयन गरेर देखाउँछु  : अर्थमन्त्री पौडेल","https://merolagani.com/NewsDetail.aspx?newsID=71739","https://images.merolagani.com/content/images/load-image.gif"
"बीमा पहुँच विस्तारमा बजेट केन्द्रित,  निर्जीवन बीमा प्राथमिकतामा","https://merolagani.com/NewsDetail.aspx?newsID=71729","https://images.merolagani.com/content/images/load-image.gif"
"सरकारले हटायाे विद्युतीय गाडीको अन्तशुल्क","https://merolagani.com/NewsDetail.aspx?newsID=71719","https://images.merolagani.com/content/images/load-image.gif"
"नेरुडे लघुवित्तको शेयर रजिष्टारमा आरविवि मर्चेन्ट नियुक्त","https://merolagani.com/NewsDetail.aspx?newsID=71927","https://images.merolagani.com/content/images/load-image.gif"
"बिक्रीकर्ता हाबी भएपछि ३००० विन्दु माथि पुगेकाे बजारमा अन्त्यमा करेक्सन, ८ कम्पनीको शेयर सकारात्मक सर्किट लेभलमा काराेबार","https://merolagani.com/NewsDetail.aspx?newsID=71914","https://images.merolagani.com/content/images/load-image.gif"
"सिईडिबी हाइड्रोपावरको शेयर कारोबार हाई रेन्जबाट खुल्यो, खरिदकर्ताको उच्च चाप","https://merolagani.com/NewsDetail.aspx?newsID=71905","https://images.merolagani.com/content/images/load-image.gif"
"मिर्मिरे लघुवित्तले एफपीओ निष्काशन गर्ने","https://merolagani.com/NewsDetail.aspx?newsID=71904","https://images.merolagani.com/content/images/load-image.gif"
"धितोपत्र बोर्ड सम्बन्धी नयाँ ऐनको ड्राफ्ट गर्न थाल्यो बोर्डले, संशोधनको लागि सदन पुगेको पुरानो ऐन चाहिँ के हुन्छ ?","https://merolagani.com/NewsDetail.aspx?newsID=71898","https://images.merolagani.com/content/images/load-image.gif"
"विश्वको शीर्ष ४ लगानीकर्ताका ४ नियम","https://merolagani.com/NewsDetail.aspx?newsID=71895","https://images.merolagani.com/content/images/load-image.gif"
"एचआईडिसीएलको हकप्रद सुरक्षित गर्ने आज अन्तिम दिन","https://merolagani.com/NewsDetail.aspx?newsID=71920","https://images.merolagani.com/content/images/load-image.gif"
"सर्वोत्तम सिमेन्टले लाभांश प्रस्ताव पारित गर्न डाक्यो विशेष साधारण सभा","https://merolagani.com/NewsDetail.aspx?newsID=71902","https://images.merolagani.com/content/images/load-image.gif"
"प्रभु बैंकको ऋणपत्रमा आवेदन दिने आज अन्तिम दिन","https://merolagani.com/NewsDetail.aspx?newsID=71899","https://images.merolagani.com/content/images/load-image.gif"
"राष्ट्रिय वाणिज्य बैंकको ऋणपत्रमा आजदेखि आवेदन दिन सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71872","https://images.merolagani.com/content/images/load-image.gif"
"स्वाबलम्बनको संस्थापक शेयर लिलाम बिक्रीमा","https://merolagani.com/NewsDetail.aspx?newsID=71853","https://images.merolagani.com/content/images/load-image.gif"
"साल्ट ट्रेडिङ्ग कर्पोरेशनको कम्पनी विश्लेषण","https://merolagani.com/NewsDetail.aspx?newsID=71830","https://images.merolagani.com/content/images/load-image.gif"
"महालक्ष्मी लाइफले बीमाशुल्क भुक्तानीको बिलम्व शुल्कमा शत प्रतिशतसम्म छुट दिने","https://merolagani.com/NewsDetail.aspx?newsID=71925","https://images.merolagani.com/content/images/load-image.gif"
"एलआईसी नेपालको बोनस शेयर नेप्सेमा सूचीकृत","https://merolagani.com/NewsDetail.aspx?newsID=71881","https://images.merolagani.com/content/images/load-image.gif"
"अभिकर्तालाई कर्जा भुक्तानीमा समय थप गर्ने बीमा समितिको निर्णय","https://merolagani.com/NewsDetail.aspx?newsID=71864","https://images.merolagani.com/content/images/load-image.gif"
"सिटिजन्स लाइफको बीमा दाबी अनलाईन मार्फत गर्न सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71818","https://images.merolagani.com/content/images/load-image.gif"
"एशियन लाइफले निषेधाज्ञा अवधिभर नविकरण शुल्कमा व्याज छुट दिने","https://merolagani.com/NewsDetail.aspx?newsID=71817","https://images.merolagani.com/content/images/load-image.gif"
"निर्जीवन बीमा कम्पनीहरुको लाभांश कसको कति ? तीनको लाभांश अझै पाउन सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71783","https://images.merolagani.com/content/images/load-image.gif"
"रैराङको संस्थापक शेयर फुकुवा, सर्वसाधारण शेयर सरह कारोबार गर्न मिल्ने","https://merolagani.com/NewsDetail.aspx?newsID=71921","https://images.merolagani.com/content/images/load-image.gif"
"हिमाल दोलखा हाइड्रोपावरको नाफा ११ लाख, प्रतिशेयर आम्दानी कति?","https://merolagani.com/NewsDetail.aspx?newsID=71873","https://images.merolagani.com/content/images/load-image.gif"
"हिमालयन उर्जाको नाफामा गिरावट","https://merolagani.com/NewsDetail.aspx?newsID=71871","https://images.merolagani.com/content/images/load-image.gif"
"युनियन हाइड्रोपावरको साधारण सभा आव्हान","https://merolagani.com/NewsDetail.aspx?newsID=71861","https://images.merolagani.com/content/images/load-image.gif"
"अपिको हकप्रदमा आजदेखि आवेदन दिन सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71796","https://images.merolagani.com/content/images/load-image.gif"
"'बजेटले विद्युत खपत बढाउने कार्यक्रमहरु ल्यायो तर हाम्रा पहिलेदेखिकै मागहरु सम्बोधन गरेन'","https://merolagani.com/NewsDetail.aspx?newsID=71731","https://images.merolagani.com/content/images/load-image.gif"
"ट्विटरको एक नम्बर ट्रेण्डिङ्गमा पुग्यो कोरिया जान रोकिएका युवाको अभियान","https://merolagani.com/NewsDetail.aspx?newsID=71933","https://images.merolagani.com/content/images/load-image.gif"
"बुधबार थपिए ४३४४ जना कोरोना संक्रमित, ८१ को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71916","https://images.merolagani.com/content/images/load-image.gif"
"नेपालमा एकाएक किन लोकप्रिय भयो ‘क्लबहाउस’ ?","https://merolagani.com/NewsDetail.aspx?newsID=71908","https://images.merolagani.com/content/images/load-image.gif"
"निषेधाज्ञामा होमडेलिभरी सेवा सञ्चालन गर्न दिन सर्वोच्चको आदेश","https://merolagani.com/NewsDetail.aspx?newsID=71868","https://images.merolagani.com/content/images/load-image.gif"
"फ्रिक्वेन्सी दिए पुस भित्रै फाइभजी परिक्षण गर्न टेलिकमको नियामकलाई प्रस्ताव","https://merolagani.com/NewsDetail.aspx?newsID=71857","https://images.merolagani.com/content/images/load-image.gif"
"पछिल्लो २४ घण्टामा ६६३६ जना संक्रमण मुक्त, ३४७९ नयाँ संक्रमित थपिदा ९९ को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71849","https://images.merolagani.com/content/images/load-image.gif"
"नयाँ अलटाइम हाइ बनाएर बन्द भएको नेप्से, यस साता के होला?","https://merolagani.com/NewsDetail.aspx?newsID=71835","https://images.merolagani.com/content/images/load-image.gif"
"साल्ट ट्रेडिङ्ग कर्पोरेशनको कम्पनी विश्लेषण","https://merolagani.com/NewsDetail.aspx?newsID=71830","https://images.merolagani.com/content/images/load-image.gif"
"गत साता नेप्से र कारोबार रकममा नयाँ रेकर्ड बनेको बजार यस साता के होला?","https://merolagani.com/NewsDetail.aspx?newsID=71722","https://images.merolagani.com/content/images/load-image.gif"
"सिन्धु विकास बैंकको कम्पनी विश्लेषण","https://merolagani.com/NewsDetail.aspx?newsID=71685","https://images.merolagani.com/content/images/load-image.gif"
"नयाँ उचाइमा पुगेको नेप्से, यस साता के होला?","https://merolagani.com/NewsDetail.aspx?newsID=71563","https://images.merolagani.com/content/images/load-image.gif"
"नेपाल इन्फ्रास्ट्रक्चर बैंकको कम्पनी विश्लेषण","https://merolagani.com/NewsDetail.aspx?newsID=71559","https://images.merolagani.com/content/images/load-image.gif"
"प्रधानमन्त्री ओलीद्वारा पुनः मन्त्रिपरिषद विस्तार, रक्षा मन्त्रालय भने आफैसंग राखे","https://merolagani.com/NewsDetail.aspx?newsID=71931","https://images.merolagani.com/content/images/load-image.gif"
"बिहीबार फेरी घट्यो सुनको भाउ, कतिमा हुँदैछ कारोबार?","https://merolagani.com/NewsDetail.aspx?newsID=71926","https://images.merolagani.com/content/images/load-image.gif"
"चुरे संरक्षण विरुद्धमा  कुनै सम्झौता हुँदैन : उपप्रधान तथा अर्थमन्त्री पौडेल","https://merolagani.com/NewsDetail.aspx?newsID=71913","https://images.merolagani.com/content/images/load-image.gif"
"सुनको भाउ सामान्य बढ्यो चाँदीको भने गिरावट","https://merolagani.com/NewsDetail.aspx?newsID=71911","https://images.merolagani.com/content/images/load-image.gif"
"बैंक तथा वित्तीय संस्थाको मार्जिन कर्जामा लगानी १ खर्ब नजिक पुग्यो","https://merolagani.com/NewsDetail.aspx?newsID=71900","https://images.merolagani.com/content/images/load-image.gif"
"विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली सकारात्मकः परिसंघ","https://merolagani.com/NewsDetail.aspx?newsID=71897","https://images.merolagani.com/content/images/load-image.gif"
"विश्वको शीर्ष ४ लगानीकर्ताका ४ नियम","https://merolagani.com/NewsDetail.aspx?newsID=71895","https://images.merolagani.com/content/images/load-image.gif"
"शेयर लगानीकर्ताका १३ किसिम","https://merolagani.com/NewsDetail.aspx?newsID=71848","https://images.merolagani.com/content/images/load-image.gif"
"यस कारण बाणिज्य बैंकको सेयरमा लगानी सबैभन्दा सुरक्षित","https://merolagani.com/NewsDetail.aspx?newsID=71827","https://images.merolagani.com/content/images/load-image.gif"
"आफ्नो व्यवसायलाई एमेजन जस्तो बनाउन सिकाउने पुस्तक ‘द बेजोस लेटर्स’ को सारंश","https://merolagani.com/NewsDetail.aspx?newsID=71788","https://images.merolagani.com/content/images/load-image.gif"
"जनताको खर्बौँ पैसाको जिम्मा लिने र ऋणीलाई सस्तो कर्जा प्रवाह गर्नुपर्ने बैंक, शेयर बजारको प्लेयर?","https://merolagani.com/NewsDetail.aspx?newsID=71641","https://images.merolagani.com/content/images/load-image.gif"
"धनी व्यक्तिहरूको सोच प्रष्ट्याउने पुस्तक ‘हाउ रिच पिपल थिंक’ को सारंश","https://merolagani.com/NewsDetail.aspx?newsID=71637","https://images.merolagani.com/content/images/load-image.gif"
"बलिउड अभिनेत्री जुही चावला किन पुगिन फाइबजी प्रविधि विरुद्ध अदालत ?","https://merolagani.com/NewsDetail.aspx?newsID=71814","https://images.merolagani.com/content/images/load-image.gif"
"महामारीमा कमाईः कोभिड १९ को खोप बेच्ने ९ बिजनेस म्यान बने अरबपति","https://merolagani.com/NewsDetail.aspx?newsID=71805","https://images.merolagani.com/content/images/load-image.gif"
"विद्युतीय कारहरुले किन तपाईले सोचेभन्दा चाँडो बजार लिन्छ","https://merolagani.com/NewsDetail.aspx?newsID=71774","https://images.merolagani.com/content/images/load-image.gif"
"३ ट्रिलियन डलरको बजारः भारतीय शेयर बजारले एक वर्षमा  दियाे विश्वमा सर्वाधिक ८५.३५ प्रतिशत प्रतिफल","https://merolagani.com/NewsDetail.aspx?newsID=71658","https://images.merolagani.com/content/images/load-image.gif"
"अब शेयरजस्तै स्पट गोल्डमा पनि कारोबार गर्न सकिने, सेबीले माग्यो सर्वसाधारणको विचार","https://merolagani.com/NewsDetail.aspx?newsID=71540","https://images.merolagani.com/content/images/load-image.gif"
"कोभिड अर्थतन्त्रः अर्थशास्त्रीहरुले के सही बुझे?","https://merolagani.com/NewsDetail.aspx?newsID=71495","https://images.merolagani.com/content/images/load-image.gif"
"खल्ती डिजिटल वालेटबाट सामाजिक सुरक्षा कोषमा सिधै भुक्तानी गर्न सकिने","https://merolagani.com/NewsDetail.aspx?newsID=71896","https://images.merolagani.com/content/images/load-image.gif"
"एनसेलले परिमार्जन गर्यो १९ देशको अन्तराष्ट्रिय कल शुल्क","https://merolagani.com/NewsDetail.aspx?newsID=71893","https://images.merolagani.com/content/images/load-image.gif"
"राष्ट्रिय आविस्कार केन्द्र र ब्रिटिश कलेजले कोभिड–१९राहत कार्यमा सहकार्य गर्ने","https://merolagani.com/NewsDetail.aspx?newsID=71858","https://images.merolagani.com/content/images/load-image.gif"
"कुमारी बैंकका ग्राहकलाई टेलेउपचारको सेवामा १० प्रतिशत छुट","https://merolagani.com/NewsDetail.aspx?newsID=71851","https://images.merolagani.com/content/images/load-image.gif"
"नेपाल बङ्गलादेश बैंकको वार्षिकोत्सवको अवसरका ७० लाख रुपैयाँ बराबरको सहयोग","https://merolagani.com/NewsDetail.aspx?newsID=71833","https://images.merolagani.com/content/images/load-image.gif"
"ज्योति लाइफको स्मार्ट एप्समा सुबिधा थप्यो","https://merolagani.com/NewsDetail.aspx?newsID=71794","https://images.merolagani.com/content/images/load-image.gif"
"थप ३७४९ जनामा कोरोना भाइरस संक्रमण पुष्टि, ५९को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71936","https://images.merolagani.com/content/images/load-image.gif"
"बुधबार थपिए ४३४४ जना कोरोना संक्रमित, ८१ को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71916","https://images.merolagani.com/content/images/load-image.gif"
"पछिल्लो २४ घण्टामा थपिए ५१५३ जना नयाँ कोरोना संक्रमित, १०८को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71891","https://images.merolagani.com/content/images/load-image.gif"
"६९५१ संक्रमण मुक्त  हुँदा ४४७२ जना नयाँ संक्रमित थपिए, ९२ को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71869","https://images.merolagani.com/content/images/load-image.gif"
"पछिल्लो २४ घण्टामा ६६३६ जना संक्रमण मुक्त, ३४७९ नयाँ संक्रमित थपिदा ९९ को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71849","https://images.merolagani.com/content/images/load-image.gif"
"शुक्रबार थपिए ६६५३ कोरोना संक्रमित, १०१ जनाको मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71824","https://images.merolagani.com/content/images/load-image.gif"
"उपत्यकामा थप १० दिन निषेधाज्ञा, खाद्यान्न, डिपार्टमेन्ट स्टोर र निर्माण सामाग्री दुवानी सञ्चालन गर्न दिइने","https://merolagani.com/NewsDetail.aspx?newsID=71785","https://images.merolagani.com/content/images/load-image.gif"
"खाद्यान्न पसल बिहान ९ बजेसम्म खोल्न पाइने निर्णय भोलिमात्र  हुने","https://merolagani.com/NewsDetail.aspx?newsID=71777","https://images.merolagani.com/content/images/load-image.gif"
"विवेकशील साझाका नेता उज्ज्वल थापाको निधन","https://merolagani.com/NewsDetail.aspx?newsID=71776","https://images.merolagani.com/content/images/load-image.gif"
"उपत्यकाका तीनै सिडिओको बैठक बस्दै,निषेधाज्ञा थपिए पनि किराना पसल खोल्न दिने","https://merolagani.com/NewsDetail.aspx?newsID=71770","https://images.merolagani.com/content/images/load-image.gif"
"अब सरकारी र इन्टरनेट सेवाप्रदायकका गाडी दिउँसो चलाउन नपाइने, यस्तो तोकियो नियम","https://merolagani.com/NewsDetail.aspx?newsID=71623","https://images.merolagani.com/content/images/load-image.gif"
"जेठ २० गतेसम्म थपियो निषेधाज्ञा, काठमाडौं उपत्यकामा किराना पसल पनि खोल्न नपाइने","https://merolagani.com/NewsDetail.aspx?newsID=71622","https://images.merolagani.com/content/images/load-image.gif"
"थप ३७४९ जनामा कोरोना भाइरस संक्रमण पुष्टि, ५९को मृत्यु","https://merolagani.com/NewsDetail.aspx?newsID=71936","https://images.merolagani.com/content/images/load-image.gif"
"ट्विटरको एक नम्बर ट्रेण्डिङ्गमा पुग्यो कोरिया जान रोकिएका युवाको अभियान","https://merolagani.com/NewsDetail.aspx?newsID=71933","https://images.merolagani.com/content/images/load-image.gif"
"प्रधानमन्त्री ओलीद्वारा पुनः मन्त्रिपरिषद विस्तार, रक्षा मन्त्रालय भने आफैसंग राखे","https://merolagani.com/NewsDetail.aspx?newsID=71931","https://images.merolagani.com/content/images/load-image.gif"
"नेरुडे लघुवित्तको शेयर रजिष्टारमा आरविवि मर्चेन्ट नियुक्त","https://merolagani.com/NewsDetail.aspx?newsID=71927","https://images.merolagani.com/content/images/load-image.gif"
"बिहीबार फेरी घट्यो सुनको भाउ, कतिमा हुँदैछ कारोबार?","https://merolagani.com/NewsDetail.aspx?newsID=71926","https://images.merolagani.com/content/images/load-image.gif"
"महालक्ष्मी लाइफले बीमाशुल्क भुक्तानीको बिलम्व शुल्कमा शत प्रतिशतसम्म छुट दिने","https://merolagani.com/NewsDetail.aspx?newsID=71925","https://images.merolagani.com/content/images/load-image.gif"
"बैंकभन्दा फाइनान्स कम्पनी शेयरमूल्य बढी, यसकारण फाइनान्स कम्पनीको शेयरमूल्यमा आयो ‘उछाल’","https://merolagani.com/NewsDetail.aspx?newsID=71919","https://images.merolagani.com/content/images/load-image.gif"
"जीवन बीमा कम्पनीहरुको लाभांश प्रस्तावमा किन ढिलाई ?","https://merolagani.com/NewsDetail.aspx?newsID=71912","https://images.merolagani.com/content/images/load-image.gif"
"सिईडिबी हाइड्रोपावरको शेयर नेप्सेमा सूचीकृत, ओपनिङ्ग रेन्ज कति ?","https://merolagani.com/NewsDetail.aspx?newsID=71887","https://images.merolagani.com/content/images/load-image.gif"
"अघिल्लाे बुलमा इन्स्योरेन्स सेक्टरले लिड गरेको नेप्सेमा यो बुल कसको?","https://merolagani.com/NewsDetail.aspx?newsID=71852","https://images.merolagani.com/content/images/load-image.gif"
"यस कारण बाणिज्य बैंकको सेयरमा लगानी सबैभन्दा सुरक्षित","https://merolagani.com/NewsDetail.aspx?newsID=71827","https://images.merolagani.com/content/images/load-image.gif"
"युनिलिभरबाट खोसियो सबैभन्दा महँगो शेयरको ताज, कुन कम्पनीले उछिन्याे? किन बढ्याे त्यसकाे मूल्य?","https://merolagani.com/NewsDetail.aspx?newsID=71820","https://images.merolagani.com/content/images/load-image.gif"